078,Aubonne VD (fr)
291,Dietlikon ZH (de)
101,Grancia TI (it)
290,Lyssach BE (de)
292,Pratteln BL (de)
275,Rothenburg LU (de)
079,Spreitenbach AG (de)
917,St. Gallen SG (de)
918,Vernier GE (fr)
