415,Amersfoort
088,Amsterdam
274,Barendrecht (Rotterdam)
403,Breda
151,Delft
272,Duiven
087,Eindhoven
404,Groningen
378,Haarlem
089,Heerlen
312,Hengelo
270,Utrecht
